ID,label,description,,
257739508,7,Canadian Advocate for the mentally ill in the prison/health system .  as well as the rcmp .  correctional workers .  and paramedics who try to help them daily.,,
7.85E+17,5,Pointing out fact from fiction .  in the world of nutrition.,,
1340086082,2,doctor,,
8.54E+17,5,NutriciÃ³n clÃ­nica especializada en adultos,,
138966041,2,Doctorado .   VPH CÃ¡ncer. Instituto Nacional de Salud PÃºblica,,
21834123,2,Support your kidneys with an all-in-one .  doctor fomulated daily multivitamin,,
4797141323,5,Lic. en NutriciÃ³n. UBA. Hospital Pirovano De Tres Arroyos. Jefe de SecciÃ³n. Universidad BarcelÃ³. Jefe de Trabajos PrÃ¡cticos del la Carrera de Nutricion,,
209204688,5,Guilt-Free RDÂ® & Host of Sound BitesÂ® #Podcast. #Sustainable #Nutrition Conversations Leader .  Agvocate .  #Media Expert/Trainer .  Accidental Triathlete .  Mom.,,
1040438196,2,Doctor of Oriental Medicine .  using auriculotherapy for treating pain .  addictions and mental health.,,
358591918,2,Felwa ali alqazlan  .  pediatric Resident doctor @kfmc_riyadh ; simply Evolution is the solution ! â¤graduate #med30 #Qumed,,
392607867,2,*Doctor of Pharmacy -Lebanese univ. .  . -Diplome en recherche medicale . UL+F-MRI .  . *Writing medical . scientific and pharmaceutical articles(DMI),,
388561356,5,Switch to safer products you'll be healthier & save! #green #health #safe #followback #vitamins #nutrition #supplements #weightloss #clean #home #parenting #in,,
2238236156,1,I'm a Certified Welder . Nurse assistant And free Lance Photographer. I hold all three in a professional Manner.,,
1945692174,1,Ninja Mom .  Ninja Nurse .  Ninja Life. Follow me for the latest interesting news .  cool apps .  health titbits .  or whatever. ðŸŒ®ðŸ¥ƒðŸŒˆðŸ€ðŸŠâ€â™€ï¸â™ï¸,,
390204315,5,SundownÂ® Nutrition offers a wide variety of Cleanâ€¡ vitamins and supplements that are 100% Non-GMO^ and free of gluten .  dairy .  and artificial flavorsâ—Š.,,
16858606,2,Brand & Media coach for docs @doctortymedia | Host @blkhealthseries | Physician Executive | ER physician & journalist | TravelJunkie | Busy Mom | @MBAatUNC alum,,
3118790030,5,Balancing nutrition & comfort food for peak performance. Appreciative & Collaborative Approaches to All-Age Health & Wellness. Running.,,
219580804,3,dentist,,
7.18E+17,5,FNP-BC providing your daily dose of what's happening in the medical world today .  wellness .  nutrition .  exercise .  and health promotion #DrinkWater #SmileMore,,
550464587,5,Lorie Eber is a certified nutritionist and weight loss coach. She offers custom-designed weight loss programs .  both one-on-one and online.,,
977537857,1,Cancer Nurses Society of Australia is committed to achieving and promoting excellence in cancer care through the professional contribution of nurses.,,
55728642,1,Child of God .  Daughter .  Niece .  Sister .  Cousin .  Friend .  Neighbor .  Auntie .  MOTHER .  GRANDMOTHER .  Registered Nurse .  specialty in CANCER CARE.,,
1013838314,8,I am a medical student living in Fiji. I Love my family and I enjoy having fun and spending time with people. I would like to make a difference in the society.,,
1566171228,2,Cypress Internal Medicine in Simpsonville is associated with Greenville Health System.  The doctors at this office include Drs. Cates .  Cheek .  and McCann.,,
2532037417,1,managed care attorney; registered nurse; bring it!,,
65435726,1,Actively aspiring to learn/improve the following: repro+sexual health + providing trauma based care. Prochoice Nurse+Midwife!,,
1692863977,1,Healthcare Panel .  Physicians & Nurses' Network .  Market Research,,
41045431,1,Palliative Care Clinical Nurse Specialist .  Owner -Nancy Joyner Consulting .  ND POLST contact,,
445779259,1,Registered Nurse,,
1603882129,2,Oscar is health insurance made easy. With simple bills .  doctors on call 24/7 and your own personal concierge team .  weâ€™re bringing care back to health care.,,
1.19E+18,8,4th year DO med student. AI .  Healthcare .  and living life. Goal: use tech to improve healthcare. #AI #Healthcare #SmartHIT,,
267076725,2,Medical education for all students .  doctors .  rs and other health care workers...,,
1324498044,5,One Stop Shop For All Nutritional Food Supplements .  Fat Loss .  Muscle Gain .  Weight Gain .  Energy Endurance & Fitness Requirement | http://t.co/wujOG1rMSv,,
402327713,5,Like sports .  interesting and unusual news .  and items relating to safety and nutrition.http://t.co/upHdGQim0s #followback,,
541302240,4,Gain a healthier lifestyle through eating better and exercise .  with a goal to decrease and/or eliminate prescription drugs .  . -- from a Pharmacist's viewpoint,,
1089921061,1,I am a full time Nurse. Don't have time to play around.,,
284537741,5,Cuidados pre y postnatales de la madre y el hijo a travÃ©s de la kinesioloÃ­a y la nutriciÃ³n. Â¡Ejercicios .  alimentaciÃ³n .  lactancia .  apego y mÃ¡s!,,
701177684,8,Tweeting for wannabe medics on behalf of medical students,,
544042907,4,Human Rights ACTIVIST Search&Rescue Volunt. Neuro-Pharmacology & Toxicology .  Pharmacist .  Scuba Diver .  CPR-FA Instr. MOUNTAINS+OCEANS=LOVE=There is One GOD,,
185691645,1,Mom .  Wife .  Nurse .  Crocheter .  Crafter .  Spreader of God's Blessings .  Purveyor of Sarcasm & Big Words,,
165384444,1,Nurse. Workaholic. Coffee Addict. I put my heart and my soul into my work .  and have lost my mind in the process.,,
2172560754,1,Sarcastic as f....mom. Current day nurse .  but night nurse at â¤ï¸.,,
3929462482,5,NutriGuide app makes your food choice simpler if your prefer vegetarian .  halal .  or kosher and avoid GMOs. Download it Free today!,,
408610460,2,Doctors Express Tampa provides convenient .  high-quality urgent care from board-certified physicians.,,
836887254,5,Holistic Plant-Based Nutrition .  Wellness Coaching .  Yoga,,
29886875,5,Consultas de nutriciÃ³n en el hospital zambrano hellion 88880601 y en el hospital muguerza sur 83179800,,
17343006,2,Clinical and Anatomic Pathology: we test blood .  fluid .  & tissue in our medical labs to help U.S. doctors diagnose & monitor disease in their patients.,,
322563379,5,Hi .  I'm Emily MSc .  BSc .  DipNT .  DipPT .  offering the city and beyond .  a perfect blend of expert nutrition .  personal training and sports massage.,,
2843744558,4,Getting physicians & pharmacists back to the business of caring with Innovation & Technology education. #EdTech #HIT #Startup #Collaborative,,
395278426,1,NurseðŸ’‰ðŸ’Š . TriathleteðŸŠðŸš´ðŸƒ . Pilot ðŸ›©  . Drummer ðŸ¥ . US Army ðŸ‡ºðŸ‡¸,,
1.07E+18,1,#Nurse . #Healthcareadvocate,,
263434331,2,Doctor in Covington .  LA specializing in anti-aging medicine .  hormone replacement therapy .  nutrition and skin care (https://t.co/PNnf6jVPKk ).,,
2530622671,2,Concierge Health Advocates is a highly experienced team of healthcare professionals of Medical Doctors .  Registered s .  and Registered Dietitians.,,
253594047,5,Plant Based Chef .  Nutritional counselor .  LMT .  Gypsy .  Blogger,,
412363956,2,A 24 year-old doctor .  paving my way through life..,,
291715440,2,A community of paediatric & neonatal intensive care doctors & s promoting & advancing the field through research .  education and care,,
49097899,1,PhD Nurse Scientist; Assistant Professor; Nursing Program Director ; Former Intensive Care Nurse; Former Elected Official,,
383976015,5, Clinical Nutrition .  RD specialize in translating nutrition science into flavorful foods with medicine-like effects in the TakeTEN Program.,,
143609336,4,A pharmacist wiv a difference .  I'm mosdef a BIG DEAL!,,
2812713664,1,Nurse-Midwife. Professional Bellydancer. Former English Major.,,
130938711,4,Don't get up gentlemen .  I'm only passing through. Pharmacist // Fitness (mental .  physical .  & spiritual) // Sports // Music // Travel // Respect // Etc,,
2175771413,5,Registered Dietitian .  Masters of Science. Colombian born expert in Nutrition and Public Health with extensive Television .  Radio and Online media experience.,,
20210550,1,Mother of 4 .  grandmother of 6 .  Registered Nurse at a Children's Hospital,,
170455186,5,Nutritionist .  wellness & mindfulness coach .  Celiac advocate .  g-free baker .  avid gardener. Blog: https://t.co/6xhF4jr6M7 She/her,,
1.26E+18,5,https://t.co/5vzuQ7ptcg is a health blog and offering nutritional supplements .  products and information from a global medical coalition of researchers.,,
8.65E+17,5,Healthy Eating=Healthy Living. #FoodAdvocate #FItLife Reader|Communicator|Doxielover |TeaLover #ASU B.S. in Science of #Nutrition #Dietetics,,
2189009406,5,Nature Integrated with Science -natural products that follow the most innovative approach to self care and the latest advancement in nutritional supplementation,,
345640158,5,Nutricionista-Dietista Citas Whatsapp 6672-7341 FitnessNboxingClub:393-0135 IG & Facebook: CHIEFLOMBARDO FitnessNboxingClub International Networkers Team,,
949600423,2,Medical doctor . esp in nutrition . writing and publication-lucy_widasari@yahoo.com line lucywidasari,,
245611416,4,Licensed Pharmacist: Shahida Frutos. Premium Health Care Solutions. Customer-Based. Prescription and Non-prescription medications at Competitive Prices.,,
1.06E+18,2,Leukemia doctor #JohnsHopkins & #FDA. Medical Officer and AML liaison. Opinions mine. Retweets not endorsed. COI: none.,,
54083090,4,Pharmacist/MEX ðŸ’ŠðŸ’‰âš—ï¸ðŸ¥ðŸ‡²ðŸ‡½ /UNAM,,
2180917396,1,Empowering nurses and community . mutual interaction and information page,,
215767576,8,I am is who I am .. not what the world wants me to be . .  . Medical student .. Love writing  .  drawing & painting .,,
711080466,2,Director at Africa Tobacco-Free Initiative @TheAtfi .  . Doctor of Medicine .  Biochemist .  . Author .  Campaigner for tobacco control and education .  Human rights advocate,,
66355283,2,Mohamad-Ali Kolailat is a Doctor Of Chiropractic @ MAK personal injury &rehab clinic .  Serving North Dallas Metrocrest area (Carrollton .  Farmers Branch .  Addison),,
30931389,1,I am a nurse practitioner with certifications in family practice .  pediatrics .  and gerontology. I have worked in primary care and emergency medicine.,,
38344425,5,Nutrition - Weight Loss ExpertðŸŽ#Healthy Eating #Superfoods Courses .....ðŸ¥’Free Webinars #Weightloss ............... ðŸ¥•#GF #vegan #sugarfree RecipesðŸHealthy Ebooks,,
2983736347,5,Health Sciences Pre-Professional major with a minor in Nutrition & Healthy Living. Arizona State University '16.,,
1425631027,3,Web Marketing .  Design .  Print and CMS For Dentists,,
4881566470,2,Features local doctors who are committed to better health for their patients & the community. DocBuz promotes wellness with news & information.,,
27466996,2,Yale-New Haven Hospital - PT III & Program Manager - Doctor of Physical Therapy .  Athletic Trainer .  MBA .  Cert. Manual Therapist .  Husband .  Dad .  and home brewer.,,
7.47E+17,1,Nurse researcher @ncspMICHIGAN dedicated to promote #clinicianwellbeing . One nurse or physician suicide is one too many. All tweets my own view.,,
139725301,2,doctor,,
22550468,5,Embracing the overlapping disciplines of #ostomy care .  #woundcare .  #incontinence care .  and related #skin and #nutritional issues.,,
148592796,4,Living the dream! Mother of two awesome kids! Clinical pharmacist with emphasis on ID. Views are solely mine alone.,,
141824005,8,"Teach Osteopathic Practice & Principles to med students. I knit .  spin .  tat .  crochet & sew. Creativity = relaxation & coping skills. Married .  2 adult ""kids"".",,
298138833,5,I run a private nutrition consultation practice .  specialising in food allergies and coeliac disease. Have just completed a book called Spotlight on Gluten,,
3026775478,5,Nutritionist .  Preacher and lover of all things good.,,
2584973550,2,Dr. JosÃ© Miguel Mendoza. Doctor en Medicina. NutriciÃ³n y dietÃ©tica aplicada. Especialista en nutriciÃ³n clÃ­nica,,
496921546,5,Student of Human Nutrition at Deakin University.,,
171301284,1,Nurse/smbizowner/1st degree black belt/finance freek/real estate/computer geek/love to travel/ and always like to enjoy life.,,
179228146,2,Board certified #naturopathic doctor & lover of the great #outdoors. #HealthStartsHere :) IG: @dr_crystal_nd,,
24307656,1,I am an Adult Nurse Practitioner practicing in Cardiology and love it!!,,
706971718,1,nurse.,,
8.00E+17,2,We represent family doctors across BC's Pacific Northwest. Together .  we work to improve primary care in our communities.,,
1.03E+18,5,My name is Savannah White and my major is Nutrition (Dietetics) at ASU. I am DinÃ© and I want to help my community's nutritional needs on reservations.,,
1444632134,1,Promoter of health .  wellness and academic success as the Certified School Nurse at Muhlenberg High School in Reading .  PA.,,
2963526951,5,Healthy living tips and advices on health .  diets .  nutrition .  fitness .  weight loss .  and healthy recipes from the experts at RichDiets,,
245855383,2,Hoag Orthopedic Institute page. Top orthopedic care recognized nationally. Partnership with @HoagHealth. We Get You Back to You. Find a Doctor 855-999-4641.,,
7.89E+17,2,M.A. Arabic and Spiritual Doctor,,
607752162,2,Strong for Surgery brings pre-surgical checklists and evidence-based interventions to doctors' offices to improve surgical outcomes.,,
588765284,8,Entidad representante oficial de los estudiantes de medicina de la UPAO ante la International Federation of Medical Student's Associations (IFMSA) e IFMSA-PerÃº.,,
839349684,4,Pharmacist,,
458013276,3,Bold . dynamic Pakistani female . Dentist . Public Health graduate . educator . promoter of disease prevention models . passionate researcher .  influencing health policy,,
334688048,5,Dietitian - Nutritionist .  .  . MP in Eating Disorders .  .  . Î ÏÎ¿Î¹ÏƒÏ„Î±Î¼Î­Î½Î· Ï„Î¼Î®Î¼Î±Ï„Î¿Ï‚ Î”Î¹Î±Ï„ÏÎ¿Ï†Î®Ï‚ Î™Î±Ï„ÏÎ¹ÎºÎ¿Ï Î”Î¹Î±Î²Î±Î»ÎºÎ±Î½Î¹ÎºÎ¿Ï ÎšÎ­Î½Ï„ÏÎ¿Ï…. .  . mkokkinou@chalko.gr,,
2746888561,1,School/Camp Nurse .  Turbo Kick Instructor .  Health Enthusiast,,
59779181,1,Nurse .  Psychologist .  Discharge Coordinator. Into each life .  some rain must fall .  and when it floods .  I deal with the waters the best way I know how -- I write.,,
845254104,2,Ask a health question .  Find a doctor .  Book an Appointment .  all for free!,,
1179964554,5,Produse naturale pentru hidratare .  detoxifiere si nutritie.  .  . Comenzi la adresa distrubuitor autorizat produse Coral Club: lmonica2012@gmail.com,,
723811734,5,Premium natural and organic wholefood nutritionals for today's lifestyles.,,
